Customer ID,Family Size,Income,Ethnicity,Dogs,Cats,TVs,Newspaper subscriber,Male(Age),Female(Age),Children,Cable TV,Male Work Hours,Male Occupation,Male Education,Female Work Hours,Female Occupation,Female Education
15107797,2,2,1,2,0,3,1,0,5,8,0,3,6,5,4,10,6
15107847,2,4,1,0,0,2,0,6,6,8,1,4,10,8,4,10,3
15107888,2,7,1,0,0,2,0,6,5,8,1,3,6,8,1,13,3
15107920,1,4,1,0,0,1,0,7,6,8,0,5,11,9,4,10,1
15108233,4,10,2,0,0,9,0,4,4,8,0,3,1,6,2,1,6
15108472,2,7,1,0,2,3,1,6,5,8,1,2,2,6,2,4,5
15108548,3,6,1,1,1,2,0,6,6,8,1,4,10,8,4,10,4
15108969,3,4,2,0,0,1,0,4,3,1,0,3,1,5,2,4,4
15109090,2,9,1,0,0,3,0,5,5,8,1,3,1,5,4,10,7
15109272,2,5,1,0,0,2,0,7,6,8,1,5,11,9,4,10,5
15109348,5,6,5,2,0,9,0,5,5,3,1,0,0,8,1,13,5
15110056,6,8,2,0,0,9,1,5,4,3,0,3,7,5,3,1,7
15110338,4,6,1,1,0,9,0,5,4,8,0,3,7,3,2,8,4
15110734,3,9,2,0,0,9,0,4,3,3,0,3,1,7,3,3,6
15110742,2,4,1,0,0,2,0,6,6,8,1,4,10,3,4,10,3
15110767,3,8,1,0,0,9,1,4,4,2,1,3,2,5,2,4,4
15110924,4,5,2,0,0,9,1,7,4,8,1,5,11,9,3,2,5
15110965,1,0,0,0,0,0,0,7,0,8,0,5,11,9,0,0,0
15111112,4,6,1,1,0,3,0,5,5,8,1,3,7,6,1,13,5
15111211,3,11,1,1,0,9,0,4,4,8,0,3,2,7,1,13,5
15111336,5,9,1,1,0,9,1,4,1,4,1,3,5,8,1,13,5
15111872,3,11,2,1,0,9,0,5,3,3,1,3,2,7,3,2,5
15112011,2,11,1,0,0,2,0,4,4,8,0,3,2,6,3,1,7
15112250,3,9,2,0,0,9,0,3,3,3,1,3,7,5,3,1,5
15112292,6,2,2,0,0,9,0,6,5,4,0,4,10,4,3,8,4
15112680,3,7,2,0,0,9,1,6,4,8,1,4,10,5,3,7,4
15112920,2,11,1,1,0,9,1,5,5,8,1,3,1,7,2,4,5
15113019,2,8,1,1,0,3,0,3,3,8,1,3,2,6,3,2,5
15113126,2,8,1,1,0,3,0,7,4,8,0,5,11,9,3,5,5
15113472,2,6,3,0,2,2,1,5,4,8,1,3,5,6,3,6,4
15113589,6,6,1,2,0,2,0,2,2,4,0,3,4,5,1,13,3
15113662,2,6,1,0,0,2,1,6,6,8,1,4,10,4,4,10,4
15113787,1,1,1,0,0,1,0,7,6,8,0,5,11,9,1,13,2
15113852,4,7,1,1,1,2,0,3,2,4,0,3,7,4,1,13,5
15114470,2,6,1,0,0,2,1,6,6,8,1,4,10,8,4,10,5
15114629,2,6,1,0,0,9,1,6,6,8,1,4,10,5,4,10,5
15114645,2,5,1,0,2,3,1,7,5,8,0,5,11,9,3,4,8
15114736,2,4,1,1,0,1,0,6,0,8,0,4,10,4,0,0,0
15114744,3,11,1,0,0,9,1,5,5,8,0,2,1,6,1,13,7
15115147,4,5,1,0,0,2,0,3,1,2,1,3,2,4,1,13,4
15115154,3,11,1,1,0,9,1,5,3,3,1,3,2,6,1,13,5
15116160,4,8,1,0,1,9,1,3,2,4,1,3,5,5,2,4,5
15116186,3,7,1,2,1,3,1,3,2,3,1,3,2,6,1,13,4
15116475,1,2,2,0,0,1,0,7,6,8,0,5,11,9,4,10,3
15116590,2,10,2,0,0,3,0,5,4,8,1,3,2,6,1,13,4
15116988,5,11,1,0,1,3,0,4,3,4,1,3,1,7,2,1,6
15116996,3,6,1,0,0,2,1,5,5,8,1,4,10,6,4,10,4
15117168,1,7,2,0,0,2,0,7,3,8,1,5,11,9,3,1,7
15117226,1,3,1,1,0,9,1,7,6,8,0,5,11,9,4,10,5
15117440,3,7,1,0,0,2,0,3,3,3,1,3,6,4,2,1,4
15117887,2,11,1,2,0,3,1,5,4,8,1,3,2,6,1,13,5
15118125,2,7,1,0,0,9,0,6,6,8,1,2,1,7,4,10,7
15118232,1,3,1,0,0,2,0,7,6,8,1,5,11,9,4,10,3
15118620,3,11,2,0,0,3,0,3,3,2,1,3,5,4,3,7,5
15118760,4,8,1,0,0,9,1,3,3,2,1,3,2,6,2,4,6
15118786,1,1,2,0,0,1,0,7,6,8,0,5,11,9,4,10,2
15118976,4,8,1,1,3,3,0,4,4,8,0,3,5,5,1,13,6
15119636,2,8,1,0,0,2,0,7,5,8,1,5,11,9,3,4,4
15119644,2,8,1,3,4,2,0,5,5,8,0,3,5,8,1,13,5
15119818,4,7,1,2,0,2,0,7,4,3,0,5,11,9,3,4,8
15120097,3,7,1,0,0,2,1,4,4,3,0,3,2,5,1,13,4
15120196,4,5,1,1,2,2,0,3,4,3,0,3,5,4,1,13,3
15120360,3,7,2,0,0,3,1,3,3,2,1,3,2,6,3,4,5
15120568,3,11,1,0,2,9,1,4,3,8,1,3,1,5,3,1,6
15120709,3,7,1,1,0,9,0,4,3,3,1,3,1,8,1,13,8
15120956,3,1,2,0,0,1,0,7,1,4,1,5,11,9,1,13,4
15121038,6,8,1,0,0,9,0,3,3,6,1,3,6,5,2,4,4
15121046,3,5,1,0,0,9,1,5,5,8,1,4,10,4,1,13,8
15121145,4,7,1,0,0,3,1,7,3,6,1,5,11,9,3,1,6
15121400,2,9,1,0,0,2,1,4,5,8,1,3,5,4,3,4,4
15127530,2,5,1,0,1,1,1,5,5,8,0,4,10,4,4,10,5
15127613,3,7,1,0,0,3,0,4,4,8,1,3,7,5,1,13,5
15127738,4,7,2,0,0,2,0,3,2,5,0,3,3,5,1,13,5
15127795,6,7,1,0,0,9,1,3,3,6,0,3,1,7,3,4,5
15127811,2,6,1,0,0,1,1,5,5,8,0,4,10,6,4,10,4
15128215,3,3,1,0,0,2,0,6,6,8,1,4,10,5,4,10,4
15128330,3,6,1,1,1,3,1,5,4,8,0,3,7,4,2,3,4
15128454,3,6,1,0,0,1,1,5,5,8,1,4,10,8,3,1,8
15128488,2,6,1,0,0,2,0,6,6,8,1,4,10,4,1,13,4
15128496,4,8,1,2,0,2,1,3,3,2,0,3,5,4,2,1,7
15128751,2,8,1,0,0,3,1,2,1,8,0,2,7,8,3,1,5
15129072,3,7,1,3,1,9,0,5,4,8,1,3,6,4,3,4,5
15129130,4,6,1,1,0,9,0,6,6,8,1,4,10,4,4,10,4
15129171,1,4,1,0,1,1,0,7,5,8,0,5,11,9,3,1,4
15129791,2,10,1,1,0,9,1,5,5,8,1,3,2,7,1,13,7
15129981,3,6,3,0,0,2,0,2,1,1,0,3,6,6,2,1,6
15130088,3,7,1,0,0,9,1,4,3,8,1,3,1,5,1,13,4
15130260,2,8,1,0,0,2,0,5,4,8,0,3,7,4,3,2,4
15130328,1,3,1,0,0,1,0,7,6,8,0,5,11,9,4,10,5
15130344,3,9,1,2,0,2,1,4,4,8,0,3,2,5,2,1,6
15130435,3,4,2,0,0,2,1,7,3,3,0,5,11,9,3,4,4
15130716,5,7,1,0,1,1,0,1,2,6,1,3,1,5,3,1,5
15130880,2,7,1,0,0,2,0,3,2,8,0,3,1,6,3,4,5
15131102,4,6,3,1,0,2,1,2,2,6,1,3,3,3,3,4,5
15131284,2,6,1,0,0,3,0,6,6,8,1,4,10,6,4,10,3
15131409,2,4,1,0,0,2,1,6,6,8,0,4,10,5,4,10,6
15131573,1,4,1,1,0,2,1,7,6,8,1,5,11,9,4,10,3
15131623,1,1,1,0,0,2,0,7,6,8,0,5,11,9,4,10,3
15131748,5,3,1,0,0,9,1,3,3,6,0,3,1,5,1,13,5
15131912,2,4,3,0,0,2,0,7,2,2,0,5,11,9,1,13,5
15132381,4,5,1,0,2,3,1,3,2,1,1,3,5,8,2,1,6
15132399,3,8,1,2,0,2,0,7,4,8,1,5,11,9,3,1,5
15132688,2,8,1,0,0,3,1,6,5,8,1,4,10,7,4,10,5
15132829,4,4,1,0,0,9,1,4,4,3,0,3,1,4,1,13,4
15132902,6,10,1,2,2,9,0,5,4,3,1,3,6,5,1,13,4
15133157,2,4,1,0,0,1,0,5,5,8,1,4,10,4,4,10,3
15133629,2,5,1,0,2,2,0,7,4,8,0,5,11,9,3,7,5
15134734,2,3,1,0,0,1,0,6,6,8,0,4,10,2,4,10,5
15135459,6,7,5,0,0,1,0,3,3,4,0,3,1,6,2,1,6
15135673,3,11,1,2,0,3,0,3,3,3,1,3,1,7,3,1,7
15135707,2,4,1,0,0,1,1,6,6,8,1,4,10,5,4,10,5
15135731,2,11,1,2,0,3,1,4,4,8,1,3,2,5,4,10,5
15135855,1,2,1,0,0,1,0,7,6,8,0,5,11,9,4,10,2
15136028,1,3,2,0,0,2,0,7,4,8,1,5,11,9,4,10,7
15136143,1,2,1,0,0,2,0,7,6,8,1,5,11,9,4,10,4
15136200,1,2,1,0,0,2,0,7,6,8,1,5,11,9,4,10,3
15136333,5,6,2,0,0,9,0,3,3,5,0,3,5,6,3,1,5
15136408,6,10,1,3,2,9,0,4,4,6,1,3,1,7,3,1,6
15136432,4,7,1,1,0,2,0,7,4,3,1,5,11,9,1,13,6
15136457,2,11,1,1,1,3,0,4,4,8,0,3,2,7,3,1,7
15136689,3,7,1,0,0,3,0,5,4,3,1,3,7,5,3,4,5
15137240,4,10,1,1,0,3,1,3,3,4,1,3,2,8,1,13,4
15138255,4,11,4,0,0,9,1,4,4,8,0,3,1,6,3,1,6
15138305,3,8,1,0,0,1,1,3,3,1,0,3,3,6,1,13,6
15138321,4,7,1,0,0,9,0,3,3,3,0,3,5,4,1,13,4
15138529,2,8,1,0,0,3,1,6,6,8,0,2,1,6,4,10,5
15138818,6,9,1,1,1,2,1,3,3,7,1,3,2,6,1,13,5
15138842,3,9,1,1,0,2,0,4,4,8,1,3,6,4,3,1,5
15138867,2,9,2,1,1,9,0,5,5,8,1,3,3,5,1,13,4
15138909,2,5,2,0,0,3,0,7,3,2,1,5,11,9,3,1,5
15138925,2,7,1,3,2,1,1,6,4,8,0,4,10,6,3,5,4
15139121,3,9,1,0,0,3,0,5,5,8,1,3,1,8,3,4,5
15139352,2,5,2,0,0,2,0,7,2,1,0,5,11,9,3,2,6
15139527,5,8,2,0,0,3,1,2,2,4,1,3,3,7,1,13,6
15140186,5,8,1,1,0,1,1,2,2,4,0,3,1,7,3,9,6
15140392,4,6,1,0,0,1,0,3,2,2,1,0,6,5,1,13,5
15140434,2,5,1,2,0,1,0,5,5,8,0,2,7,8,2,3,5
15140798,3,2,1,0,0,3,1,6,6,8,0,4,10,4,4,10,4
15140830,2,3,1,0,0,0,1,6,6,8,0,4,10,4,4,10,4
15141184,5,11,1,1,0,9,1,3,3,6,1,3,2,6,1,13,5
15141820,1,4,1,0,0,3,1,7,6,8,0,5,11,9,4,10,6
15141937,2,7,1,0,0,2,1,5,5,8,1,4,10,4,1,13,4
15142562,4,3,1,0,0,1,0,1,1,4,1,3,7,3,1,13,3
15143370,2,6,1,0,1,2,1,3,3,8,1,3,5,4,3,4,4
15143610,2,4,2,0,0,2,0,5,5,8,1,4,10,6,4,10,4
15143677,4,10,1,2,0,1,0,4,4,6,1,3,1,7,2,1,7
15143974,2,9,1,0,1,2,0,4,4,8,0,3,2,7,3,1,6
15144303,5,9,2,0,0,3,1,4,3,3,1,3,3,6,3,3,5
15144808,2,11,1,0,0,2,1,6,5,8,1,3,1,5,1,13,4
15144907,3,7,1,0,1,2,0,1,3,1,0,3,1,5,2,8,6
15145292,4,6,2,0,0,2,0,3,3,3,1,3,3,4,3,3,4
15145797,1,1,1,0,0,2,0,7,6,8,1,5,11,9,4,10,5
15146118,1,2,1,0,0,2,1,7,6,8,0,5,11,9,4,10,4
15146134,1,4,2,0,0,1,0,6,7,8,0,1,13,7,5,11,9
15146241,3,7,2,0,0,2,1,3,3,1,1,2,1,5,3,8,5
15146571,2,2,1,0,0,9,0,6,6,8,1,4,10,4,4,10,4
15147553,4,5,1,1,0,3,1,6,5,8,1,4,10,4,4,10,4
15147850,4,8,4,0,0,3,0,5,3,2,1,3,1,7,1,13,6
15148064,5,8,1,0,0,3,0,2,2,1,1,3,5,4,2,4,8
15500017,1,3,1,1,1,2,1,7,6,8,0,5,11,9,4,10,1
15500074,4,6,1,1,0,2,1,4,4,8,0,3,1,4,2,4,4
15500116,3,7,1,1,1,9,1,7,4,8,1,5,11,9,2,1,5
15500173,2,3,1,0,0,3,0,6,6,8,1,4,10,2,4,10,8
15500512,1,1,1,0,0,1,1,7,6,8,0,5,11,9,4,10,2
15500611,2,1,1,0,0,0,0,6,6,8,0,4,10,1,1,13,1
15500645,2,2,1,0,0,1,1,6,6,8,0,4,10,1,4,10,2
15500744,2,4,2,1,0,3,1,6,6,8,0,2,7,8,0,0,0
15500983,4,10,1,2,2,2,1,4,3,1,0,3,1,7,3,1,6
15501064,3,6,1,0,0,3,0,3,3,8,0,1,13,4,3,8,4
15501247,3,6,1,0,0,3,0,7,4,3,0,5,11,9,3,1,7
15501668,3,8,1,0,2,9,0,3,3,2,0,3,1,5,1,13,4
15501858,2,8,1,0,0,3,0,5,4,8,1,3,2,6,3,1,7
15501973,1,4,1,1,0,2,0,7,6,8,0,5,11,9,4,10,4
15502302,2,8,1,0,0,2,0,6,5,8,1,3,1,8,3,6,4
15502385,2,9,1,1,0,2,1,1,1,8,0,3,2,6,3,1,6
15502484,2,1,2,0,0,2,0,6,5,8,1,4,10,3,2,8,3
15502567,1,1,2,1,0,2,1,7,6,8,0,5,11,9,4,10,2
15502633,2,7,1,0,0,9,1,5,5,8,0,3,1,5,1,13,5
15502666,2,7,1,1,0,2,1,5,5,8,1,3,3,4,3,4,4
15503011,2,2,1,0,0,2,0,6,6,8,0,4,10,3,4,10,2
15503052,1,1,1,0,0,1,0,6,7,8,0,1,13,5,5,11,9
15503524,3,5,1,1,0,3,1,7,4,3,1,5,11,9,3,3,6
15503730,3,4,1,0,0,2,1,7,5,8,0,5,11,9,3,3,5
15503847,4,8,1,0,0,3,1,4,4,8,1,3,7,3,3,4,5
15503870,4,5,1,0,0,3,1,6,6,8,1,4,10,4,2,8,5
15503979,5,8,1,2,2,9,1,2,2,6,1,3,6,4,3,2,4
15504019,2,5,1,1,0,1,0,6,6,8,0,3,3,5,3,4,5
15504050,4,8,1,1,0,9,1,4,3,3,1,3,5,5,2,4,4
15504167,2,8,1,0,0,3,1,4,4,8,1,3,7,4,3,4,6
15504175,2,2,1,0,0,2,1,6,6,8,0,1,13,8,1,13,4
15504183,3,5,1,1,0,1,0,5,5,8,0,3,4,5,2,5,8
15504431,5,6,1,2,0,9,0,5,4,2,0,3,4,5,1,13,8
15504589,5,4,1,0,0,2,1,6,6,0,1,4,10,2,4,10,2
15504910,6,6,1,0,0,9,1,4,3,6,1,3,7,5,2,1,6
15505297,4,11,1,1,0,9,1,5,4,8,1,3,1,7,1,13,5
15505339,2,4,1,0,0,3,1,6,6,8,0,2,5,8,4,10,4
15506188,2,4,1,0,0,2,1,6,6,8,1,1,13,2,2,3,4
15506386,4,8,1,1,0,9,0,4,3,3,0,3,2,4,2,4,4
15506543,4,6,1,0,0,1,1,4,4,2,0,3,5,4,2,4,5
15506683,1,6,1,2,2,2,1,7,5,8,1,5,11,9,3,1,6
15506782,1,5,1,0,0,2,0,7,6,8,0,5,11,9,4,10,5
15506907,2,8,1,1,0,2,1,5,4,8,1,3,7,5,1,13,8
15506923,3,8,1,0,2,3,0,5,4,8,1,3,1,4,2,4,4
15507087,2,6,1,1,0,3,1,7,6,8,1,5,11,9,3,1,7
15507129,4,8,1,1,0,9,0,5,5,8,1,3,2,4,1,13,4
15507269,6,4,1,0,1,1,0,6,6,8,1,3,4,2,1,13,3
15507814,6,6,1,0,0,1,0,2,2,7,1,3,7,3,1,13,5
15507947,3,6,2,0,0,3,0,6,6,8,0,4,10,8,3,8,5
15507970,2,6,1,0,0,2,0,6,5,8,1,4,10,7,4,10,4
15508358,2,7,1,0,0,3,0,6,5,8,0,4,10,6,2,1,6
15508861,5,7,1,1,2,2,1,4,3,3,1,3,2,5,2,4,5
15508887,2,8,1,0,0,2,0,6,6,8,0,4,10,4,4,10,4
15508952,2,4,1,0,0,2,1,6,6,8,0,4,10,4,2,4,4
15508960,1,1,1,0,0,0,0,7,6,8,0,5,11,9,4,10,1
15508978,6,10,1,1,0,9,0,4,3,3,0,3,5,5,3,2,4
15509083,3,4,1,0,0,2,1,6,0,8,0,4,10,3,0,0,0
15509281,4,9,1,0,0,3,1,3,3,3,1,3,2,4,1,13,4
15509380,2,8,1,0,1,2,0,5,5,8,1,3,2,5,1,13,4
15509422,2,11,1,2,2,3,1,5,5,8,1,3,1,7,1,13,6
15509745,3,4,1,0,0,2,1,6,6,8,1,4,10,5,4,10,5
15510149,4,9,1,1,1,9,1,4,4,8,1,3,5,4,3,6,4
15510826,3,8,1,0,1,9,1,5,5,8,1,3,1,4,2,4,4
15510867,6,8,1,1,2,3,0,5,4,3,0,3,2,5,2,6,4
15510917,2,3,1,0,0,1,1,7,6,8,0,5,11,9,2,2,4
15511337,5,4,2,1,0,2,1,6,6,1,1,4,10,4,4,10,4
15511501,3,8,1,1,0,2,0,5,5,3,1,3,5,5,2,4,4
15511543,2,6,1,1,0,2,1,6,6,8,1,4,10,5,4,10,4
15511568,3,10,1,2,0,3,1,4,4,8,1,3,1,7,2,4,6
15511816,5,7,1,0,0,2,0,5,4,8,0,3,8,4,3,8,5
15511956,3,6,1,1,0,3,1,5,5,8,1,4,10,3,3,4,4
15512319,2,6,2,0,0,1,1,5,4,8,0,1,13,4,3,8,4
15512434,3,7,1,9,0,9,0,0,5,2,0,3,1,6,3,4,5
15512467,2,6,1,0,0,2,1,6,5,8,0,4,10,6,3,1,5
15513135,4,8,1,1,1,3,0,6,6,8,1,2,1,4,3,4,5
15513333,4,6,2,0,0,9,0,4,3,2,1,3,3,5,2,1,5
15513564,2,6,1,1,0,3,0,6,5,8,0,0,0,5,1,13,6
15514174,3,7,1,0,0,2,1,6,6,8,0,4,10,5,1,13,4
15514596,3,1,2,1,0,2,0,0,3,3,0,1,13,3,3,8,3
15514612,4,4,2,0,0,1,0,5,5,3,1,3,6,4,1,13,4
15515122,2,11,1,0,1,2,1,4,4,8,1,3,1,7,3,1,6
15515585,3,7,1,1,0,9,0,5,3,2,0,3,5,4,2,1,5
15515718,4,2,2,0,0,1,1,4,4,1,0,3,6,3,3,8,3
15515742,3,11,1,0,0,9,0,6,5,8,1,3,1,6,2,4,5
15515825,2,6,1,0,0,2,1,6,6,8,1,4,10,8,4,10,4
15515841,4,10,1,0,0,2,0,3,4,8,1,3,2,5,3,1,7
15516047,4,7,1,1,0,1,0,7,6,3,1,5,11,9,4,10,5
15516849,3,5,2,1,0,3,0,3,3,2,0,2,2,5,2,8,4
15517045,2,7,1,0,0,2,1,5,4,8,0,3,1,5,3,4,5
15517086,3,5,2,1,0,9,1,5,4,3,1,3,6,3,3,8,4
15517169,6,4,2,0,0,2,0,3,2,7,0,3,7,3,1,13,4
15517375,2,4,1,0,0,3,0,6,6,8,0,4,10,4,4,10,4
15517441,4,10,1,1,0,9,1,3,3,3,1,3,3,5,3,4,5
15517490,2,6,1,1,0,3,1,6,6,8,1,4,10,4,2,1,6
15517862,4,11,1,1,0,3,1,4,4,3,0,3,2,8,2,4,5
15518225,2,7,1,2,0,9,1,4,4,8,1,3,2,5,2,1,6
15518308,1,5,1,1,0,2,1,7,6,8,0,5,11,9,4,10,3
15518696,2,6,2,0,0,9,1,5,5,8,1,3,6,3,1,13,3
15518720,1,1,1,0,0,2,1,7,6,8,0,5,11,9,1,13,2
15518753,3,6,1,0,0,1,0,5,4,8,0,3,5,8,0,0,0
15518779,4,1,2,0,0,9,0,7,3,2,1,5,11,9,1,13,5
15518985,2,2,1,0,0,2,1,6,6,8,1,4,10,3,4,10,2
15519017,2,3,1,0,0,2,1,6,6,8,0,4,10,4,4,10,4
15519108,2,4,2,0,0,9,0,5,5,8,0,4,10,5,2,4,5
15519223,2,6,1,0,0,2,1,6,6,8,1,4,10,5,4,10,4
15519488,2,7,1,1,0,2,1,5,5,8,1,3,5,8,3,4,4
15519553,5,4,1,1,0,3,1,6,6,8,1,4,10,6,4,10,8
15520080,5,11,1,1,0,9,1,3,3,7,0,3,7,8,1,13,4
15520205,4,8,1,1,0,9,0,5,5,1,1,3,2,5,3,1,6
15520213,3,8,1,0,0,3,1,6,6,8,1,4,10,3,4,10,4
15520239,5,6,1,0,0,3,1,5,4,3,0,3,5,8,1,13,3
15520262,6,6,1,1,2,3,1,5,3,1,1,3,2,5,3,2,7
15520304,2,5,2,0,0,2,0,6,4,8,1,4,10,1,3,1,5
15520494,3,8,1,0,0,1,1,4,4,3,0,3,6,5,2,5,8
15520601,2,5,1,0,0,2,1,6,5,8,1,4,10,3,2,4,4
15520692,4,6,1,0,0,9,1,3,3,3,1,3,6,8,2,4,5
15520932,3,8,1,0,0,9,1,5,5,8,1,3,3,8,1,13,5
15520973,2,6,1,0,0,9,1,6,6,8,0,4,10,3,1,13,3
15520999,1,1,1,0,0,9,1,7,6,8,1,5,11,9,2,3,4
15521047,4,7,1,0,0,2,0,3,2,1,0,3,2,6,1,13,6
15521096,3,10,1,1,0,9,0,3,4,8,1,3,3,5,3,1,5
15521294,1,1,1,0,1,1,1,7,6,8,0,5,11,9,4,10,4
15521393,1,5,1,0,0,2,0,7,5,8,1,5,11,9,3,4,5
15521401,2,4,1,0,0,1,0,6,6,8,0,4,10,3,4,10,2
15521468,5,7,1,1,0,1,1,2,2,1,1,3,1,6,1,13,8
15521500,2,9,1,0,0,2,0,6,5,8,1,4,10,5,1,13,4
15521559,3,5,1,1,0,3,1,7,4,8,0,5,11,9,3,1,6
15521823,2,7,1,0,0,3,0,6,6,8,0,4,10,2,2,4,5
15523506,1,4,1,0,0,3,0,7,5,8,0,5,11,9,3,4,4
15523811,3,8,1,1,0,9,1,4,4,8,1,3,4,5,2,4,4
15523894,3,10,1,0,1,9,1,5,4,8,1,4,10,6,3,1,7
15524017,4,8,1,1,0,3,0,3,3,2,1,3,2,5,3,2,4
15524124,3,11,1,1,0,9,1,5,4,8,1,3,1,6,1,13,4
15524280,3,5,1,0,0,2,1,7,3,6,1,5,11,9,2,4,5
15524504,2,5,1,1,0,2,1,6,6,8,0,4,10,2,4,10,4
15525147,2,1,1,0,0,1,0,6,6,8,1,4,10,5,4,10,2
15525303,3,6,1,1,0,3,0,4,4,3,1,3,4,4,1,13,4
15525352,6,6,1,0,0,1,0,3,3,6,1,3,6,4,1,13,4
15525642,4,8,1,0,0,1,0,4,4,3,1,3,5,8,3,1,6
15525717,6,11,1,0,0,3,1,3,3,7,0,3,2,6,1,13,6
15525725,5,5,2,1,0,3,1,5,4,8,1,3,6,3,2,8,4
15526079,1,2,1,0,0,1,1,7,6,8,0,5,11,9,4,10,3
15526129,2,4,1,1,0,1,0,7,5,8,1,5,11,9,3,7,3
15526483,2,5,1,0,0,2,0,6,6,8,1,3,5,3,4,10,3
15526665,1,7,1,0,2,3,0,7,4,8,1,5,11,9,3,1,6
15526681,2,5,1,0,0,2,0,6,6,8,0,2,8,2,4,10,2
15526699,1,1,1,0,0,2,1,7,6,8,0,5,11,9,4,10,2
15526897,1,6,1,0,0,3,1,7,3,8,1,5,11,9,3,1,5
15528182,2,3,1,0,0,3,0,6,5,8,0,3,2,5,2,1,4
15528687,6,7,2,1,0,9,0,5,5,8,1,3,2,8,1,13,5
15529487,3,7,1,0,0,9,0,5,5,8,1,3,2,6,0,0,8
15529982,2,2,1,0,0,2,1,6,6,8,0,4,10,8,4,10,5
15530261,4,8,1,1,2,9,0,4,4,3,1,3,7,4,2,9,4
15530337,3,8,1,1,0,2,0,3,3,2,1,3,7,8,3,3,8
15530360,2,5,1,0,0,2,1,5,5,8,0,4,10,4,4,10,3
15530709,1,4,1,0,3,2,1,7,6,8,1,5,11,9,1,13,2
15530840,3,7,1,1,0,1,0,6,6,8,1,4,10,8,4,10,4
15530964,2,3,1,0,1,1,1,6,6,8,0,4,10,4,4,10,4
15531905,3,9,1,0,0,9,0,5,5,8,1,3,2,4,2,3,4
15532135,5,10,1,1,0,9,1,5,5,8,1,3,3,6,2,1,6
15532192,2,7,1,1,0,2,0,7,4,3,1,5,11,9,3,1,7
15532408,2,7,2,0,0,9,1,6,5,8,1,4,10,5,3,2,5
15532481,3,4,1,1,0,2,1,7,3,2,0,5,11,9,3,8,5
15532705,1,3,1,1,0,3,0,7,3,8,0,5,11,9,3,4,6
15532879,2,7,1,1,2,2,1,6,6,8,1,4,10,5,4,10,7
